"question","answer"
"Que signifie l'imputation '1000 SAR' ?","Elle indique que l'imputation se fait sur la société 1000, dont la devise est le SAR (Riyal saoudien, à titre d'exemple)."
"Le champ 'Domaine d'activité' DAKAR est un exemple de quoi ?","Un exemple de domaine d'activité géographique ou fonctionnel."
"Un code comme '9223005-02' est un exemple de quel type d'objet analytique ?","Un centre de coûts, ici l'unité de stockage dans le périmètre analytique PA01."
"Que signifie l'acronyme 'OTP' dans le contexte de la maintenance ?","Ordre de Travail Planifié."
"Quelle est la fonction du bouton 'Clôture commerciale' ?","Il permet d'effectuer la clôture financière et comptable de l'ordre, après la clôture technique."
"Quelle est la différence entre un ordre périodique et un ordre normal ?","Un ordre normal est ponctuel, tandis qu'un ordre périodique est répétitif et planifié (ex: maintenance mensuelle)."
"Est-il courant de créer manuellement un ordre préventif (type O2) ?","C'est possible, mais ils sont le plus souvent générés automatiquement par des plans d'entretien préventif."
"L'ordre de type O4 est utilisé pour quel événement particulier ?","Il est utilisé pour les travaux de maintenance effectués durant les grands arrêts planifiés de l'usine."
"Quel est l'impact financier d'un ordre de travail de type O5 (Investissement) ?","Les coûts de cet ordre sont capitalisés et viennent augmenter la valeur de l'immobilisation concernée."
"Quelle est la transaction pour créer une demande d'achat ?","ME51N."
"Comment peut-on modifier une demande d'achat déjà existante ?","En utilisant la transaction ME52N."
"Quels sont les deux principaux types de demandes d'achat et leur usage ?","YABS est utilisé pour les biens et services standards, et YAMG pour les moyens généraux."
"Que signifie le type d'imputation 'K' ?","Il signifie que l'achat sera imputé sur un centre de coût et qu'il s'agit d'un article non stocké."
"Quelle est la différence entre le type d'imputation M et K ?","'M' est spécifique à la Maintenance et peut concerner des articles stockés ou non, tandis que 'K' est pour une imputation sur centre de coût et concerne uniquement des articles non stockés."
"Le renseignement d'un fournisseur est-il obligatoire lors de la création d'une demande d'achat (DA) ?","Non, le champ fournisseur est optionnel à ce stade."
"Que se passe-t-il si l'on oublie de renseigner le groupe d'acheteurs lors de la création d'une demande d'achat ?","La demande d'achat ne pourra pas être sauvegardée car il s'agit d'un champ obligatoire."
"Comment peut-on annuler une demande d'achat qui a déjà été validée ?","On peut utiliser la transaction ME52N pour la modifier et y apposer un témoin de suppression, ou créer une nouvelle version pour la modifier."
"Quelle est l'organisation d'achat spécifique pour les produits pétroliers ?","PROD."
"Existe-t-il une limite au nombre de versions pour une demande d'achat ?","Non, le nombre de versions est illimité, mais la première version est toujours la version 0."
"Quel est le principal risque lorsqu'on coche la case 'version terminée' sur une demande d'achat ?","La stratégie de validation sera complètement réinitialisée, obligeant à reprendre le processus de validation depuis le début."
"Quelle est la transaction utilisée pour réceptionner des prestations de service ?","ML81N."
"Est-il possible d'effectuer un retour de marchandises pour une prestation de service déjà réceptionnée ?","Non, les services étant immatériels, ils ne peuvent pas faire l'objet d'un retour au fournisseur."
"Quel est le code mouvement à utiliser pour enregistrer une entrée de marchandises standard ?","101."
"Quel est le code mouvement utilisé pour annuler une entrée de marchandises (contre-passation) ?","102."
"Comment peut-on rechercher une demande d'achat en utilisant le centre de coût comme critère ?","On peut utiliser la transaction ME52N, puis le matchcode (aide à la recherche) en ajoutant le centre de coût comme critère de sélection."
"Quel est le code du magasin par défaut pour les stocks généraux ?","M001 - Magasin général."
"Quelle est la division qui doit toujours être utilisée dans ce périmètre SAP ?","RAFF (pour Raffinerie)."
"Quel est le code du groupe d'acheteurs correspondant au département Achats ?","020 - Achats."
"Quelle transaction permet de créer une réservation de stock ?","MB21."
"Quelle transaction utiliser pour modifier une réservation existante ?","MB22."
"Comment peut-on afficher une réservation sans pouvoir la modifier ?","En utilisant la transaction MB23."
"Quel code mouvement est utilisé pour une sortie de stock manuelle sur un centre de coût ?","201."
"Quel code mouvement correspond à une sortie de stock automatique pour un ordre de maintenance ?","261."
"Dans une réservation, que représente la date de référence ?","C'est la date à laquelle le mouvement de stock est planifié."
"Peut-on clôturer une réservation de stock ?","Oui, on peut indiquer manuellement qu'elle est terminée pour la fermer."
"Est-il possible d'apposer un témoin de suppression sur une réservation ?","Oui, on peut marquer une réservation pour suppression sans la supprimer physiquement de la base de données."
"Comment peut-on rechercher une réservation pour un article spécifique ?","En utilisant le matchcode (aide à la recherche) avec le critère de l'article."
"Comment peut-on rechercher une réservation en fonction de la date de besoin ?","En utilisant le matchcode (aide à la recherche) avec le critère de la date de besoin."
"Quelle est la transaction pour la validation individuelle d'une commande d'achat (CA) ?","ME29N."
"Quelle transaction permet de valider plusieurs commandes d'achat en même temps ?","ME28."
"Comment peut-on afficher la stratégie de validation d'une commande d'achat ?","En utilisant la transaction ME23N et en consultant l'onglet 'Stratégie de lancement'."
"Dans le circuit de validation, à quel rôle correspond le code de lancement Z1 ?","Chef de service."
"À quel rôle correspond le code de lancement Z2 ?","Chef de département."
"À quel rôle correspond le code de lancement Z3 ?","Responsable de direction."
"À quel rôle correspond le code de lancement Z4 ?","Contrôle de gestion."
"À quel rôle correspond le code de lancement Z5 ?","Directeur général."
"Dans le circuit de validation, que signifie l'icône du triangle jaune ?","L'étape est en attente de validation."
"Que signifie l'icône de la coche verte dans le circuit de validation ?","L'étape a été validée."
"Quelle est la procédure pour refuser une commande d'achat lors de la validation ?","Il faut cliquer sur l'icône de refus dans la stratégie de lancement."
"Dans quel onglet doit-on justifier le refus d'une commande d'achat ?","La justification doit être saisie dans l'onglet 'Textes', au niveau de l'en-tête de la commande."
"Est-il possible d'annuler une étape de validation qui a déjà été approuvée ?","Oui, en utilisant la flèche d'annulation correspondante."
"Peut-on annuler un refus de validation ?","Oui, en cliquant sur l'icône d'annulation du refus."
"Dans la transaction ME28, quelle catégorie de document doit-on utiliser pour les commandes d'achat ?","F."
"Quelle est la fonction du 'Business Workplace' dans l'environnement SAP ?","C'est un espace de travail centralisé pour gérer les tâches et les workflows, y compris les validations."
"Où peut-on trouver les commandes d'achat en attente de validation dans le Business Workplace ?","Dans le dossier 'Arrivée', sous-dossier 'Workflow', puis 'Lancement de commande'."
"Dans l'interface FIORI, quelle tuile est utilisée pour accéder aux validations ?","La tuile 'Ma boîte de réception' (My Inbox)."
"Où peut-on voir le nombre de commandes d'achat en attente de validation sur l'interface FIORI ?","Le nombre est visible en bas à droite de la tuile 'Ma boîte de réception'."
"Quelle transaction SAP permet d'accéder directement au Fiori Launchpad ?","/UI2/FLP."
"Quelle transaction est utilisée pour le suivi des acomptes sur les commandes d'achat ?","ME2DP."
"Quelle transaction permet d'afficher une liste de commandes d'achat selon divers critères ?","ME2L."
"Quelle transaction spécifique permet de suivre le flux complet d'un achat, de la commande jusqu'à la facturation ?","ZMM_LIEN."
"Pour quelle raison un utilisateur ne peut-il pas valider une commande d'achat qu'il a lui-même créée ?","Pour éviter les conflits d'intérêts, conformément au principe de séparation des tâches."
"L'ordre des étapes de validation d'une commande est-il important ?","Oui, la validation est séquentielle et doit suivre l'ordre défini dans la stratégie configurée."
"Que se passe-t-il si une commande d'achat est refusée à l'une des étapes de validation ?","La commande est bloquée et ne peut pas avancer tant qu'elle n'a pas été corrigée et soumise à nouveau à la validation."
"Le système garde-t-il une trace des validations effectuées sur une commande ?","Oui, toutes les actions de validation (approbation, refus) sont tracées dans l'historique de la commande."
"Est-il possible de déléguer temporairement ses tâches de validation à un autre utilisateur ?","Oui, via la fonctionnalité de substitution dans SAP, qui permet de définir un remplaçant pour une période donnée."
"La fonctionnalité de substitution est-elle permanente ?","Non, elle est temporaire et nécessite de renseigner des dates de début et de fin."
"Quelle est la différence fondamentale entre l'interface SAP FIORI et l'interface SAP GUI ?","FIORI est une interface web moderne et responsive, tandis que SAP GUI est un client lourd traditionnel qui nécessite une installation."
"Est-il possible de valider des commandes d'achat depuis un appareil mobile ?","Oui, c'est possible avec l'interface FIORI qui est conçue pour être responsive et accessible sur mobile."
"Le circuit de validation dépend-il des montants des commandes ?","Oui, des seuils de validation sont configurés dans la stratégie et déterminent les niveaux d'approbation requis en fonction des montants."
"Est-ce que toutes les commandes d'achat remontent jusqu'au Directeur Général pour validation ?","Non, cela dépend des montants et des types d'achats ; seules les commandes dépassant certains seuils vont jusqu'aux plus hauts niveaux."
"Peut-on visualiser la stratégie de validation d'une commande avant de l'approuver ?","Oui, la stratégie complète est visible dans les transactions ME23N ou ME29N, dans l'onglet dédié."
"Peut-on modifier manuellement la stratégie de validation d'une commande en cours ?","Non, la stratégie est appliquée automatiquement par le système en fonction de la configuration et ne peut pas être modifiée par l'utilisateur."
"Qui est responsable de la configuration des stratégies de validation dans SAP ?","C'est l'équipe de configuration SAP, en collaboration avec les directions métiers."
